name,region,address,website,phone,rating,total_ratings,lat,lng,google_maps_url
Devocean Divers Malapascua,"Malapascua, Cebu",Bounty Beach Malapascua Island,http://www.devoceandivers.com/,0917 322 5161,4.8,432,11.3269177,124.1178487,https://maps.google.com/?cid=6269706160836833737
Thresher Shark Divers,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://www.malapascua-diving.com/,0917 795 9433,4.3,178,11.3271045,124.1151953,https://maps.google.com/?cid=3246192300461127764
SK Divers Center,"Malapascua, Cebu","Malapascua Lighthouse, Daanbantayan",http://www.skdiverscenter.com/,0967 062 0746,5,349,11.344817,124.1095301,https://maps.google.com/?cid=7269645978286372891
Malapascua MBI Dive Center,"Malapascua, Cebu","Sitio Bario, Daanbantayan",https://www.instagram.com/malapascuambidive?igsh=bWpvZXU0OHd1aTBr,0917 514 2189,4.9,388,11.3297322,124.1143562,https://maps.google.com/?cid=15669847234459451151
French Kiss Divers Malapascua,"Malapascua, Cebu","Legend, Malapascua",http://malapascua-plongee.com/,0956 740 9745,4.8,365,11.3269159,124.118034,https://maps.google.com/?cid=18377478428928399745
MTD Dive Shop,"Malapascua, Cebu","citu, Malapascua island Logon, daanbantayan, Cebu City",https://www.facebook.com/MTDpurelocal?mibextid=ZbWKwL,0917 371 9987,4.8,105,11.3281296,124.1179043,https://maps.google.com/?cid=16762945173631545148
Mabuhay Thresher Dive Center,"Malapascua, Cebu","Bounty Beach, Blue corner Malapascua, Daanbantayan",http://mabuhaythresherdiveresort.com/,0977 810 6673,4.1,135,11.3271648,124.114248,https://maps.google.com/?cid=14032887389958940797
Divelink Cebu,"Malapascua, Cebu","Sunset Cove, Baranggay Road, Daanbantayan",http://www.divelinkcebu.com/,0966 238 9412,4.8,82,11.3284666,124.114352,https://maps.google.com/?cid=16870751385439460602
"Kokay's Diving Shop, Malapascua","Malapascua, Cebu",Logon Beach Malapascua Island,https://kokaysmalditodiveresort.com/diving-malapascua/,0917 314 1425,4.8,53,11.3279773,124.1142198,https://maps.google.com/?cid=8253303629082779687
Atlas Divers Malapascua,"Malapascua, Cebu","Barrio Proper Logon, Malapascua Island, Daanbantayan",https://www.atlasdivers.com/,0919 822 6330,4.8,297,11.3290449,124.1143967,https://maps.google.com/?cid=12410794217154985050
Sea Explorers Malapascua,"Malapascua, Cebu","Malapascua Island, Bounty Beach, Daanbantayan",http://www.sea-explorers.com/,0917 320 4158,4.6,121,11.326997,124.117443,https://maps.google.com/?cid=17710398938749853052
Fun & Sun Dive & Travel,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://www.funsundivetravel.com/,0916 295 9656,4.7,149,11.3268937,124.118706,https://maps.google.com/?cid=7250349713839508071
The Shark's Tail Dive Center,"Malapascua, Cebu","Malapascua, Daanbantayan",https://www.thesharkstail.com/,0955 746 4775,5,48,11.3281881,124.1187069,https://maps.google.com/?cid=13663839177788653977
Malapascua Legend Water Sports & Dive Resort,"Malapascua, Cebu","84G9+QCC, Barangay Logon, Daanbantayan, Malapascua Island",https://www.facebook.com/people/Malapascua-Legend-Watersports-and-Resort/100067161436687/,(032) 406 8384,3.9,263,11.3269387,124.1185141,https://maps.google.com/?cid=5994027495615538150
The Shark's Tail Dive Resort,"Malapascua, Cebu","Malapascua, Daanbantayan",http://thesharkstail.com/,0955 746 4775,3.7,206,11.3281814,124.1187648,https://maps.google.com/?cid=14228393548530871606
Dan's Dives Malapascua®️,"Malapascua, Cebu",Daanbantayan,,0999 973 5500,4.5,178,11.3285009,124.1155529,https://maps.google.com/?cid=11978362475347233241
Slam's Garden Dive Resort / Ocean Passion,"Malapascua, Cebu","Malapascua Island, Barangay Logon, Daan-Bantayan Malapascua",https://www.malapascua-beach-resort.com/,0926 785 3743,4.3,389,11.3281558,124.1143231,https://maps.google.com/?cid=11579043205590376584
Little Mermaid Dive Resort,"Malapascua, Cebu","Bounty Beach, Malapasuca Island",https://www.littlemermaiddiveresort-cebu.com/en/,0966 723 8247,4.3,304,11.3270316,124.1161232,https://maps.google.com/?cid=10836193961200313136
Dive Nation Malapascua,"Malapascua, Cebu","Malapascua, Barrio Proper, Daanbantayan",http://www.divenationmalapascua.com/,0962 326 4738,4.8,116,11.3294833,124.1142772,https://maps.google.com/?cid=14826417778293121029
DiverGems Hostel and Dive Center,"Malapascua, Cebu","84J8+274 Malapascua Island, Daanbantayan",https://www.facebook.com/divergemshostelanddivingcenter,0985 756 5457,5,137,11.3300118,124.1157034,https://maps.google.com/?cid=11058711119174110166
Johan dive center,"Malapascua, Cebu","84HC+99G Maya - Malapascua, Daanbantayan",http://johandive.com/,0905 550 0145,4.3,36,11.3284387,124.1209502,https://maps.google.com/?cid=16185796236898940044
Avila’s Horizon Dive Resort - Malapascua,"Malapascua, Cebu","Malapascua IslandNorth Beach, Cebu",https://www.facebook.com/davilashorizonmalapascua/,0969 383 5800,3.8,178,11.3451421,124.1131345,https://maps.google.com/?cid=9102031390253035649
Fish Buddies Dive Shop,"Malapascua, Cebu","Daanbantayan, logon beach, Malapscua,",https://www.fishbuddies.cn/,0985 164 8891,4.9,166,11.3269415,124.1184212,https://maps.google.com/?cid=3366480970481949073
Malapascua Exotic Island Dive Resort,"Malapascua, Cebu","84HC+HFF Sitio Pasil, Bounty Beachfront, Daanbantayan",http://malapascua.net/,0917 307 0150,4.4,504,11.3287292,124.1210794,https://maps.google.com/?cid=2843009252930065802
Malapascua Scuba Eco Adventures,"Malapascua, Cebu","Bounty Beach, Malapascua Island, Daanbantayan",http://www.malapascuascuba.com/,0927 079 6415,5,40,11.329882,124.1211321,https://maps.google.com/?cid=114297158316222169
Emerald Green Diving Center Malapascua,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://www.emeraldgreen-malapascua.com/,0917 631 3346,4,14,11.3278644,124.1205847,https://maps.google.com/?cid=1902173741732736543
"Dive4Help - ""Travel Enjoy Dive Help""","Malapascua, Cebu","84G9+Q4Q, Malapascua",http://dive4help.org/,0927 562 9989,5,5,11.3269691,124.1178636,https://maps.google.com/?cid=6087708033315895034
Ocean Vida Beach & Dive Resort,"Malapascua, Cebu","Malapascua Island, Bounty Beach, Daanbantayan",http://ocean-vida.com/,0917 702 1852,4.5,466,11.3269641,124.1171869,https://maps.google.com/?cid=6382113512224847277
Kokay's Maldito Dive Resort,"Malapascua, Cebu","Malapascua Island, Daanbantayan",https://kokaysmalditodiveresort.com/,0916 588 4503,4.3,303,11.3280773,124.1139144,https://maps.google.com/?cid=17440984815135159305
Zhang Resort and Dive Center OPC,"Malapascua, Cebu",Daanbantayan,,0919 332 8916,4.8,65,11.333239,124.1142949,https://maps.google.com/?cid=5599807039646421292
Evolution Recreational and Technical Diving,"Malapascua, Cebu","84HC+MFX, Malapascua Island, Bounty Beachfront, Daanbantayan",http://evolution.com.ph/,0917 328 4350,4.9,13,11.3292283,124.1212496,https://maps.google.com/?cid=9004405747825199143
Sol Divers club,"Malapascua, Cebu",Daanbantayan,https://soldiverclub.com/,0926 946 6170,4.8,48,11.327903,124.1158514,https://maps.google.com/?cid=10336747457988334213
Dive Subculture Technical Malapascua,"Malapascua, Cebu","84JB+274 Malapascua Island, Daanbantayan",https://www.divesubculture.com/,0966 215 6885,5,9,11.3285655,124.1160928,https://maps.google.com/?cid=11218799087367752465
Ocean Passion Dive Center,"Malapascua, Cebu",Daanbantayan,http://oceanpassionmalapascua.com/,0917 153 4790,4.8,45,11.3282731,124.114067,https://maps.google.com/?cid=14122347211579489915
TITAN DIVE TEAM @ MALAPASCUA,"Malapascua, Cebu","84H9+776, Daanbantayan",,,5,1,11.3281623,124.1181446,https://maps.google.com/?cid=2292171090772175264
Malapascua Thresher Divers Restaurant,"Malapascua, Cebu","84H9+F29, Daanbantayan",,,4.9,13,11.328657,124.1176745,https://maps.google.com/?cid=8950631098521011563
Evolution Beach and Dive Resort,"Malapascua, Cebu","Bounty Beach, Malapascua, Daanbantayan",http://www.evolution.com.ph/,0917 631 2179,4.6,416,11.3291463,124.1211471,https://maps.google.com/?cid=14588042787908848149
ap-dream,"Malapascua, Cebu",Daanbantayan,,0947 386 9543,4.4,8,11.3302268,124.1207993,https://maps.google.com/?cid=18322851013352819590
Buceaconsand,"Malapascua, Cebu","Malapascua, Logo",,628 351,5,1,11.3384191,124.1172597,https://maps.google.com/?cid=2791551673095535129
Mochila y Aletas,"Malapascua, Cebu","Bounty Beach, Malapascua Island",https://mochilayaletas.com/,624 125 8824,5,44,11.3269118,124.1178895,https://maps.google.com/?cid=15125614838435429257
Paradive Resort,"Malapascua, Cebu","MALAPASCUA, Daanbantayan",http://instagram.com/malapascua_riam,,4.8,17,11.3397309,124.118081,https://maps.google.com/?cid=1626621226591085678
드래곤제이원 다이브리조트,"Malapascua, Cebu","Dragonj1 dive resort, 6013, Daanbantayan",http://pf.kakao.com/_xiixmLb,010-8961-9432,4.9,152,11.3332418,124.1143727,https://maps.google.com/?cid=6719259379870179512
Malapascua Beach & Dive Resort,"Malapascua, Cebu","84G8+R56, Bounty Beachfront, Daanbantayan",http://www.malapascuabeachresort.com/,0917 821 3127,4.2,145,11.3270333,124.1154059,https://maps.google.com/?cid=3755799120972902131
Malapascua Thresher Divers,"Malapascua, Cebu","84H9+776, Daanbantayan",,,4.7,18,11.3281625,124.1181406,https://maps.google.com/?cid=10957484549896877539
LOGON APO DIVE SHOP,"Malapascua, Cebu","84J9+WJ9, Unnamed Road, Daanbantayan",,0945 219 7582,4,2,11.3322765,124.1191189,https://maps.google.com/?cid=11025803999368953084
Malapascua Quillano-2 dive site,"Malapascua, Cebu","84X9+945, Филиппинское море, Daanbantayan",,,4.3,19,11.3483806,124.1178473,https://maps.google.com/?cid=16885344439578414604
Blue Heaven,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://blueheaven-malapascua.com/index.html,0917 757 9007,4.5,18,11.3271408,124.1149179,https://maps.google.com/?cid=15358908191274064443
"Mike and Diose´s Beachcottage, AABANA Beach&Watersport Resort","Malapascua, Cebu","Malapascua Island, Eastside Bounty Beach, Indonacion, Daanbantayan",http://malapascua.de/Logon11__Lodging/logon11__lodging.html,0917 875 4736,4.6,48,11.330228,124.12173,https://maps.google.com/?cid=10475174029934011028
Malapascua Diving Adventures,"Malapascua, Cebu","Maya - Malapascua, Daanbantayan",http://malapascuadivingadventures.com/,0991 643 6458,0,0,11.3293131,124.1140806,https://maps.google.com/?cid=8008379049952865221
Scubaholics Journey Malapascua,"Malapascua, Cebu","84J9+W3M Monterubio Malagassi, Bogo",,0917 166 9842,0,0,11.3323432,124.1176734,https://maps.google.com/?cid=17610084548793780132
DiverGems Resto Sports Bar,"Malapascua, Cebu","DiverGems Scuba School, Maya - Malapascua, Daanbantayan",,0938 474 1361,4.7,17,11.3279606,124.11619,https://maps.google.com/?cid=8297773575116797359
David Undersea,"Malapascua, Cebu","Malapascua Island, Daanbantayan",https://davidundersea.com/,678 77 95 07,0,0,11.3281406,124.1141711,https://maps.google.com/?cid=17078679745022427721
Freedive Malapascua,"Malapascua, Cebu","Malapascua island, Cebu",,0956 611 3427,0,0,11.3424502,124.1112929,https://maps.google.com/?cid=13750257800551094444
Signature Cecilia Garden Resort & Dive 솔다이버스,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://soldiversclub.com/,,5,12,11.3278861,124.1160038,https://maps.google.com/?cid=1760852590074018909
Bugtong Bato dive site,"Malapascua, Cebu","9423+578, Филиппинское море, Daanbantayan",,,4.6,5,11.3504001,124.103218,https://maps.google.com/?cid=2119647495297105770
Jac Nachor Amistoso-Diving Instructor,"Malapascua, Cebu","Malapascua, Daanbantayan",,,0,0,11.3284826,124.117782,https://maps.google.com/?cid=4450260795533372016
AABANA Beach & Watersport Resort Malapascua,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",http://www.aabana.de/,0917 875 4736,4.4,153,11.330145,124.1211268,https://maps.google.com/?cid=16494355225238229769
DevoZen Café,"Malapascua, Cebu","Bounty Beach (south, Purok 1, Malapascua Island",https://www.tripadvisor.es/Restaurant_Review-g2213094-d26245167-Reviews-DevoZen_Cafe-Daanbantayan_Cebu_Island_Visayas.html,0967 459 2463,4.8,165,11.3271005,124.1177142,https://maps.google.com/?cid=15857489289998539635
We Are Born To Dive,"Malapascua, Cebu","Malapascua Island, Daanbantayan",http://www.dans.dives.malapascua.business.com/,0999 973 5500,0,0,11.328733,124.115397,https://maps.google.com/?cid=472516149985876628
JOHANRESORT,"Malapascua, Cebu","84HC+89M, SITIO TAWIGAN, BRGY.LOGON MALAPASCUA ISLAND, Daanbantayan",,0905 550 0145,4.7,11,11.3283487,124.1209174,https://maps.google.com/?cid=6282913594511478318
SUSAN'S CAKESHOP - MALAPASCUA,"Malapascua, Cebu","Logon, Daanbantayan, Cebu",,0927 751 2573,5,3,11.3303207,124.1216573,https://maps.google.com/?cid=8639775550213521134
K.B-MERK,"Malapascua, Cebu","nm nn mmmmmnn n.m.....mmmm nn, Taiwan, Lapu-Lapu City",,0928 826 1182,4.5,102,11.3281268,124.1177014,https://maps.google.com/?cid=8750868912334633663
My Tablea Cafe,"Malapascua, Cebu","Malapascua Island North beach, Daanbantayan",,,4.8,139,11.3449366,124.1126655,https://maps.google.com/?cid=13117385379219659231
Nemo's Dive Resort,"Malapascua, Cebu","84HC+P7J, Daanbantayan",https://hotel-ph.com/,0915 688 2203,3.4,5,11.329336,124.12065,https://maps.google.com/?cid=15827898765686803504
Geoslazh Tattoo,"Malapascua, Cebu","84J9+3F, Daanbantayan",,0955 851 1781,4.9,17,11.3301958,124.1187876,https://maps.google.com/?cid=10853253715893314057
Bebot's,"Malapascua, Cebu","Malapascua Island, Daanbantayan",https://www.facebook.com/bebots.malapascua/,0935 179 5850,4.8,197,11.3281823,124.1183722,https://maps.google.com/?cid=12669180611336285006
Thresher Shack,"Malapascua, Cebu","Malapascua Island, Sunset cove, Daanbantayan",,0917 180 5099,4.6,34,11.328471,124.1142848,https://maps.google.com/?cid=5969185477082096868
Malapatel,"Malapascua, Cebu","Daanbantayan, Daanbantayan, マラパスクア島",,0917 155 7522,4.8,34,11.3273201,124.115111,https://maps.google.com/?cid=8562997173239985313
Hippocampus Beach Resort,"Malapascua, Cebu","Logon, Daanbantayan, Logon",http://www.hippo-malapascua.com/,0917 544 3933,4.2,511,11.3269991,124.1176936,https://maps.google.com/?cid=13419680424773669825
"Logon,daanbantayan,cebu","Malapascua, Cebu","84P8+87J, Daanbantayan",,,0,0,11.3358464,124.1156362,https://maps.google.com/?cid=7651036198699634882
Fun & Sun Café,"Malapascua, Cebu","Bounty Beachfront, Daanbantayan",,0977 381 2695,4.9,55,11.3269071,124.1187162,https://maps.google.com/?cid=13332457938622025257
OYO 853 Malapascua Beach And Dive Resort,"Malapascua, Cebu","Barangay Logon, Daanbantayan, Malapascua Island",,(02) 8548 8234,3.7,77,11.3270522,124.1154135,https://maps.google.com/?cid=9095319721386861570
DivePRO Courses,"Malapascua, Cebu","Bounty Beach, Malapascua Island, Daanbantayan",https://diveprocourses.com/,0927 079 6415,0,0,11.3268657,124.1175727,https://maps.google.com/?cid=8592257935007977138
"Mandurah's Inn, Malapascua","Malapascua, Cebu","Tawigan, Malapascua Island, Daanbantayan",https://web.facebook.com/Mandurahs-Place-Malapascua-Island-107591500849755,0917 921 6507,4.9,28,11.3289922,124.1181355,https://maps.google.com/?cid=15871422395228261752
Buena Vida Resort & Spa,"Malapascua, Cebu",Daanbantayan,http://buenavida-malapascua.com/,0915 283 0258,4.4,382,11.3281804,124.1185821,https://maps.google.com/?cid=6265999391427533278
DIVERSION DIVE CENTER,"Malapascua, Cebu","Sitio Indinacion, North of Cebu",,0947 386 9543,5,1,11.3298735,124.1211572,https://maps.google.com/?cid=12226610021921353846
Double AA's of Malapascua Pavilion,"Malapascua, Cebu","Malapascua Island, Daanbantayan",https://cebuvacay.com/,0915 043 6854,5,7,11.3284544,124.1161347,https://maps.google.com/?cid=9702800788257719897
Agila Strong,"Malapascua, Cebu","Unnamed Road, Daanbantayan",http://agilastrong.com/,0917 628 7333,3.7,73,11.3308974,124.1165218,https://maps.google.com/?cid=6922552788056284549
Dakit-Dakit Adjoining Marine Protected Area,"Malapascua, Cebu","Malapascua, Daanbantayan",,,5,14,11.3267754,124.1123483,https://maps.google.com/?cid=7713741624749643983
DM TOUR MALAPASCUA,"Malapascua, Cebu","84H9+WPW, Logon Malapascua Island, Daanbantayan",,0905 224 1301,0,0,11.3298722,124.119335,https://maps.google.com/?cid=16635988794400340358
Malapascua DiverGems scuba school,"Malapascua, Cebu","DiverGems Scuba School, Maya - Malapascua, Daanbantayan",https://www.facebook.com/diverjameson?mibextid=LQQJ4d,0938 474 1361,5,6,11.3279606,124.11619,https://maps.google.com/?cid=11817691045334512338
Aquaventure Whitetip Dive Supply - Dumaguete,Dumaguete,"JBC Bldg, Dr V. Locsin St, Lungsod ng Dumaguete",http://www.aquaventurewhitetip.com/,0998 565 6917,4.4,41,9.3067203,123.3036854,https://maps.google.com/?cid=9160335579318781851
Ocean Dive Supply Philippines -Dumaguete Branch,Dumaguete,"San Jose Ext, Dumaguete",https://divesupply.com.ph/,0917 713 4676,4.4,40,9.3082568,123.304222,https://maps.google.com/?cid=4521841601746031364
Scuba Ventures Dumaguete,Dumaguete,"Housereef Silveria Dr, Dumaguete",https://www.facebook.com/people/Scuba-Ventures-Dumaguete/100057855721861,0917 324 7716,4.5,14,9.3245911,123.2993219,https://maps.google.com/?cid=12370789267807114516
海洋主义潜水度假村Oceanism Diving Resort,Dumaguete,"Sta Monica Rd, Dumaguete",,0917 343 1632,4.8,15,9.278462099999999,123.3015357,https://maps.google.com/?cid=7351169597333644319
Dumaguete Mano-Mano Boxing | Muaythai | Karate | Arnis | Diving | Shooting,Dumaguete,"8842+6MF Mano-Mano Street, Dr Miciano Rd, Dumaguete",,0927 685 3439,4.9,10,9.305613100000002,123.3016705,https://maps.google.com/?cid=15503115791153439758
Salt & Sun Lifestyle - Your gentle freediving and outdoor shop,Dumaguete,"Ang Gobonseng Building, 12 Libertad, Poblacion 8, Dumaguete",https://saltandsun.life/,0908 407 6722,5,9,9.306657,123.3041084,https://maps.google.com/?cid=5186767868310861751
Harolds Dive Center Dumaguete,Dumaguete,"Dumaguete, Ground Floor Harolds Mansion Hostel 205 Hibbard Ave., 6200",http://haroldsdivecenter.com/,0966 850 8793,3.7,59,9.3163393,123.3072942,https://maps.google.com/?cid=13359980227506411148
Snoopy (Diving Adventures),Dumaguete,"240 Dgte N Blvd, Dumaguete",,,0,0,9.3266511,123.3098089,https://maps.google.com/?cid=64205987033339116
Orchard Vista Inn,Dumaguete,"South Road,Building 1, National Highway, Banilad, Bacong",,(035) 531 5665,4.7,27,9.2718425,123.2925193,https://maps.google.com/?cid=9423194990824913374
Locale Palette,Dumaguete,"78X4+P9R Ceres Terminal, The Market Place DBPI Compound (Near, Dumaguete",,0927 577 7071,4,7,9.299363399999999,123.3058872,https://maps.google.com/?cid=5227134200613250852
Housereef Scuba Ventures Dumaguete,Dumaguete,Dumaguete,,0917 324 7716,4.5,15,9.324596999999999,123.2991393,https://maps.google.com/?cid=13404412509151432661
Nikita Divers,Dumaguete,"26, Real Street, Dumaguete City",,(035) 225 4360,0,0,9.3148764,123.3029605,https://maps.google.com/?cid=14324036805239221056
Boracay Eclipse Dive Center,Boracay,"Station 3, Angol White Beach Path, Boracay Island, Malay",https://www.boracayeclipsedivecenter.com/,0920 920 0560,5,112,11.9503606,121.9307906,https://maps.google.com/?cid=7232703393641321962
Fisheye Divers Boracay,Boracay,"Boracay Island Station 1 Beach Front, Malay",http://www.fisheyediversboracay.com/,0995 054 5432,4.9,217,11.9647059,121.9226941,https://maps.google.com/?cid=16496407768142744594
DiveGurus Boracay,Boracay,"Sitio Ambulong Rd, Boracay Island, Malay",http://www.divegurus.com/,0908 891 0196,4.7,195,11.9516883,121.9302979,https://maps.google.com/?cid=9891734379509875651
Aqualife Divers Academy,Boracay,"Manggayad, Malay",,(036) 288 3276,4.7,90,11.9535198,121.9293487,https://maps.google.com/?cid=10710307369809512761
Free Willy Diving,Boracay,"Boat station 1 balabag boracay, Malay",http://freewillydivingboracay.com/p/,(036) 288 5337,4.9,122,11.9644228,121.9226588,https://maps.google.com/?cid=16015872799458527911
Calypso Beach & Dive Resort,Boracay,"5608 Manggayad Malay Aklan, Station 2, White Beach Path, Boracay Island",https://www.calypso-boracay.com/en/location,(036) 288 3206,4.3,283,11.9553679,121.9283164,https://maps.google.com/?cid=841035434251967779
New Wave Divers Boracay Diving Activities,Boracay,"White beach station, 1 Boracay, Malay",https://www.newwavediversboracay.com/,0917 846 2200,4.9,465,11.966702,121.9208253,https://maps.google.com/?cid=8496181043128610025
Freedive Boracay Shop,Boracay,"2nd Floor, SeaBird Resort, Road 1A, White Beach, Station 2 Boracay 5608, Malay",https://www.freediveboracay.com/,,5,141,11.9626431,121.9247287,https://maps.google.com/?cid=16594524325214677811
Wicked Squid Divers,Boracay,"Ambulong Rd, Boracay, Malay",http://wickedsquiddivers.com/,0963 224 1593,5,238,11.9521738,121.9302385,https://maps.google.com/?cid=329542132312463788
Boracay Helmet Diving Station,Boracay,"WWXF+C97, Malay",,,4.4,118,11.9485273,121.9234358,https://maps.google.com/?cid=12059558817681094674
Boracay Scuba Dive - Calypso Dive Center,Boracay,"Boracay Scuba Dive Boracay Island Balabag, Malay",https://www.boracayscubadive.com/,0920 970 2728,5,12,11.955187,121.9284117,https://maps.google.com/?cid=15323264394116451112
BORACAY KESAM DIVE,Boracay,"Zone VI, Balabag Extension, Malay",http://www.kesamdive.com/,0906 261 8427,4.8,17,11.9645103,121.9230702,https://maps.google.com/?cid=859665826436671795
Calypso Diving School,Boracay,"White Beach Path, Boracay Island, Malay",http://calypso-boracay.com/diving/,(036) 288 3206,4.6,56,11.9554322,121.9282643,https://maps.google.com/?cid=12035266373916037907
Scotty's dive Center,Boracay,"XWP4+GC7, Malay",https://www.divescotty.com/,(036) 288 1733,4.2,10,11.9862815,121.9060431,https://maps.google.com/?cid=13827219337811771105
WaterColors Boracay Dive Resort,Boracay,"Boracay Highway Central White Beach, Station 1, Balabag Plaza,, Beachfront near Willy's Rock and roadside next to Balabag Plaza, Malay",https://www.watercolors.ph/,0998 554 1675,4.9,69,11.9678246,121.9199397,https://maps.google.com/?cid=14494818762496058487
Aquaventure Whitetip Dive Supply - Boracay,Boracay,"Block 1 - Unit #11, Phase, 1 D'mall de Boracay, Malay",http://aquaventurewhitetip.com/,0920 955 5920,5,13,11.9615912,121.9250966,https://maps.google.com/?cid=3997389063977116591
Milkys Dive Center,Boracay,"XW99+8RP, Boracay Highway, Central, Malay",,,4.1,30,11.9683539,121.9195944,https://maps.google.com/?cid=4755339878087835883
The Paradise Dive Center,Boracay,"Ambulong Rd, Malay",http://www.the-paradise-dive-center.com/,(036) 288 2790,4.9,19,11.9518618,121.9306088,https://maps.google.com/?cid=15809308431894997084
Island Staff Diving AND Tour Shoppe Inc.,Boracay,Angol Manoc manoc Malay Boracay,https://diveshop-islandstaff.jp/divingshop/diving_shop.html,(036) 288 3316,4.8,56,11.9486814,121.9313888,https://maps.google.com/?cid=14217960693542517632
Ocean Dive Supply Philippines Inc - Boracay,Boracay,"D'Mall, D'mall de Boracay, Boracay, Malay",https://www.divesupply.com.ph/,0918 923 5449,4.1,9,11.9630883,121.9259564,https://maps.google.com/?cid=2389558644175546865
White Beach Divers Boracay,Boracay,"Malay, 5608",https://www.instagram.com/boracay_dive?igsh=MXV3em1mdWl1eXBwMA%3D%3D&utm_source=qr,0939 567 9888,5,21,11.9646513,121.9232708,https://maps.google.com/?cid=947023156131365071
Royal Dive Boracay,Boracay,"WWXJ+JH6, Sitio Angol, Brgy Manoc-Manoc,, Boracay Island, Malay",,(036) 286 3141,4.7,3,11.9490301,121.931405,https://maps.google.com/?cid=6569208250211085039
UnderWater World Explorer Inc.,Boracay,Malay,,0995 029 6515,4.3,9,11.9536243,121.9310757,https://maps.google.com/?cid=4834408809447683030
Boracay Breeze Diving Center,Boracay,"Front beach Station 3 Boracay, Ambulong Rd, Malay",,0969 633 8579,5,15,11.9519644,121.9302043,https://maps.google.com/?cid=14135945367978316010
Scotty's Action Sports Network,Boracay,"Barangay Yapak, Boracay Island",https://www.divescotty.com/,(036) 288 1733,4.2,5,11.986831,121.9062221,https://maps.google.com/?cid=8109911445806798947
Noljago Boracay Travel Agency,Boracay,"building, Boracay Island, Balabag Noljago, Malay",https://www.noljago.ph/,0926 702 6158,4.9,58,11.963581,121.9270331,https://maps.google.com/?cid=15758422693594791161
Gravity Dive Center Boracay 万有引力潜水长滩店,Boracay,"Bans Beach Resort, 5608 Boracay Main Rd, Malay",https://www.padi.com/dive-center/philippines/gravity-dive-center-boracay/,,5,3,11.9645999,121.9232112,https://maps.google.com/?cid=15937974314294478584
Bluefin Dive Center Boracay,Boracay,"Sitio Bolabog, boracay, Malay",https://bluefin.co.kr/,0927 627 2000,4.9,16,11.9647587,121.9282931,https://maps.google.com/?cid=5464203586739033178
Red Coral Sharky Diving(레드코랄샤키다이빙),Boracay,"Malay, 11.968225, 121.927512",,,5,3,11.9682549,121.9272469,https://maps.google.com/?cid=12143853960004468713
Neptune Dive Center,Boracay,Malay,http://michaeldive.taobao.com/,0917 320 2281,5,3,11.9485769,121.9314002,https://maps.google.com/?cid=5551946138070575133
WHITE BLUE DIVING SERVICE,Boracay,"Boracay Malay Ambulong, manoc-manoc,",,(036) 288 5349,4,1,11.949854,121.931451,https://maps.google.com/?cid=9544298200526354294
Aron Magic Island,Boracay,"WXR4+RVC, N/A, Nabas",https://www.facebook.com/aronmagicislandofficial,0947 175 9962,4.3,3,11.9420691,121.9571553,https://maps.google.com/?cid=12460111915886646565
Xia diving 潜规则潜水中心,Boracay,boracay,,0994 763 9928,5,3,11.9529775,121.9322751,https://maps.google.com/?cid=127163587727713092
Will's Cliff Diving and Zipline,Boracay,"Union, Nabas",http://facebook.com/willspicnicplace,0968 853 9293,3,1,11.9363582,121.9602776,https://maps.google.com/?cid=11240630539011202163
CURRENT DIVING CENTER/커런트 다이빙 센터,Boracay,"White Beach Path, Station3, Malay",,0939 821 6204,5,6,11.9504176,121.9309427,https://maps.google.com/?cid=6116443394711665340
New Wave Divers Back Beach,Boracay,"Bulabog Beach, Boracay, Malay",https://www.newwavediversboracay.com/,0917 157 2742,5,3,11.9666309,121.9280141,https://maps.google.com/?cid=2934259666528410370
Yapak K Dive,Boracay,"Station 3, 말레이",,(036) 288 6464,4,4,11.9528448,121.9297283,https://maps.google.com/?cid=4156877307691378216
Boracay Yegrina Resort,Boracay,"XW8F+2JH, Boracay Bulabog Rd, Malay",http://www.yegrinaresort.com/,(036) 288 2578,4.1,51,11.9646268,121.9237514,https://maps.google.com/?cid=1077793977471828768
보라카이 드보라씨월드 다이빙샵&리조트,Boracay,"Ambulong Rd, boracay, Malay",,0945 115 2013,5,1,11.952034,121.9312236,https://maps.google.com/?cid=3322042810568947140
Go-Diving Scuba Studio,Boracay,"Ambulong,Manoc-Manoc, 5608 Boracay, Aklan, Philippines, Boracay",,(036) 288 9037,4.2,11,11.951994,121.9301502,https://maps.google.com/?cid=15985519056900679084
Helmet Diving Area,Boracay,"WWWG+H4, Malay",,,4.8,43,11.946395,121.925252,https://maps.google.com/?cid=6110838843699423093
FROG DIVER PROFESSIONAL TRAINING CORP.,Boracay,"Malay, 马 莱 阿 卡 兰",http://frogdiver.taobao.com/,0956 622 8999,3,7,11.9460518,121.9463475,https://maps.google.com/?cid=9417779778548723055
Big blue dive resort,Boracay,Malay,,0906 073 3555,5,2,11.964616,121.922843,https://maps.google.com/?cid=7292533538021917
